date,sales_total,sell_price,snap_CA,sales_lag_1,sales_lag_2,month,week_of_year,sales_moving_avg,price_promo_interaction,cumulative_sales,day_of_week,price_volatility,quarter
2013-07-08,15,2.0,1,12.0,10.0,7,28,13.5,2.0,563,0,0.0,3
2013-07-09,8,2.0,1,15.0,12.0,7,28,11.25,2.0,571,1,0.0,3
2013-07-10,14,2.0,1,8.0,15.0,7,28,12.25,2.0,585,2,0.0,3
2013-07-11,11,2.0,0,14.0,8.0,7,28,12.0,0.0,596,3,0.0,3
2013-07-12,13,2.0,0,11.0,14.0,7,28,11.5,0.0,609,4,0.0,3
2013-07-13,15,2.0,0,13.0,11.0,7,28,13.25,0.0,624,5,0.0,3
2013-07-14,9,2.0,0,15.0,13.0,7,28,12.0,0.0,633,6,0.0,3
2013-07-15,11,2.0,0,9.0,15.0,7,29,12.0,0.0,644,0,0.0,3
2013-07-16,10,2.0,0,11.0,9.0,7,29,11.25,0.0,654,1,0.0,3
2013-07-17,9,2.0,0,10.0,11.0,7,29,9.75,0.0,663,2,0.0,3
2013-07-18,14,2.0,0,9.0,10.0,7,29,11.0,0.0,677,3,0.0,3
2013-07-19,10,2.0,0,14.0,9.0,7,29,10.75,0.0,687,4,0.0,3
2013-07-20,13,2.0,0,10.0,14.0,7,29,11.5,0.0,700,5,0.0,3
2013-07-21,18,2.0,0,13.0,10.0,7,29,13.75,0.0,718,6,0.0,3
2013-07-22,11,2.0,0,18.0,13.0,7,30,13.0,0.0,729,0,0.0,3
2013-07-23,4,2.0,0,11.0,18.0,7,30,11.5,0.0,733,1,0.0,3
2013-07-24,14,2.0,0,4.0,11.0,7,30,11.75,0.0,747,2,0.0,3
2013-07-25,6,2.0,0,14.0,4.0,7,30,8.75,0.0,753,3,0.0,3
2013-07-26,9,2.0,0,6.0,14.0,7,30,8.25,0.0,762,4,0.0,3
2013-07-27,16,2.0,0,9.0,6.0,7,30,11.25,0.0,778,5,0.0,3
2013-07-28,1,2.0,0,16.0,9.0,7,30,8.0,0.0,779,6,0.0,3
2013-07-29,9,2.0,0,1.0,16.0,7,31,8.75,0.0,788,0,0.0,3
2013-07-30,20,2.0,0,9.0,1.0,7,31,11.5,0.0,808,1,0.0,3
2013-07-31,7,2.0,0,20.0,9.0,7,31,9.25,0.0,815,2,0.0,3
2013-08-01,7,2.0,1,7.0,20.0,8,31,10.75,2.0,822,3,0.0,3
2013-08-02,14,2.0,1,7.0,7.0,8,31,12.0,2.0,836,4,0.0,3
2013-08-03,12,2.0,1,14.0,7.0,8,31,10.0,2.0,848,5,0.0,3
2013-08-04,19,2.0,1,12.0,14.0,8,31,13.0,2.0,867,6,0.0,3
2013-08-05,15,2.0,1,19.0,12.0,8,32,15.0,2.0,882,0,0.0,3
2013-08-06,28,2.0,1,15.0,19.0,8,32,18.5,2.0,910,1,0.0,3
2013-08-07,23,2.0,1,28.0,15.0,8,32,21.25,2.0,933,2,0.0,3
2013-08-08,14,2.0,1,23.0,28.0,8,32,20.0,2.0,947,3,0.0,3
2013-08-09,12,2.0,1,14.0,23.0,8,32,19.25,2.0,959,4,0.0,3
2013-08-10,24,2.0,1,12.0,14.0,8,32,18.25,2.0,983,5,0.0,3
2013-08-11,15,2.0,0,24.0,12.0,8,32,16.25,0.0,998,6,0.0,3
2013-08-12,16,2.0,0,15.0,24.0,8,33,16.75,0.0,1014,0,0.0,3
2013-08-13,4,2.0,0,16.0,15.0,8,33,14.75,0.0,1018,1,0.0,3
2013-08-14,7,2.0,0,4.0,16.0,8,33,10.5,0.0,1025,2,0.0,3
2013-08-15,10,2.0,0,7.0,4.0,8,33,9.25,0.0,1035,3,0.0,3
2013-08-16,11,2.0,0,10.0,7.0,8,33,8.0,0.0,1046,4,0.0,3
2013-08-17,10,2.0,0,11.0,10.0,8,33,9.5,0.0,1056,5,0.0,3
2013-08-18,21,2.0,0,10.0,11.0,8,33,13.0,0.0,1077,6,0.0,3
2013-08-19,7,2.0,0,21.0,10.0,8,34,12.25,0.0,1084,0,0.0,3
2013-08-20,9,2.0,0,7.0,21.0,8,34,11.75,0.0,1093,1,0.0,3
2013-08-21,11,2.0,0,9.0,7.0,8,34,12.0,0.0,1104,2,0.0,3
2013-08-22,8,2.0,0,11.0,9.0,8,34,8.75,0.0,1112,3,0.0,3
2013-08-23,4,2.0,0,8.0,11.0,8,34,8.0,0.0,1116,4,0.0,3
2013-08-24,10,2.0,0,4.0,8.0,8,34,8.25,0.0,1126,5,0.0,3
2013-08-25,12,2.0,0,10.0,4.0,8,34,8.5,0.0,1138,6,0.0,3
2013-08-26,7,2.0,0,12.0,10.0,8,35,8.25,0.0,1145,0,0.0,3
2013-08-27,9,2.0,0,7.0,12.0,8,35,9.5,0.0,1154,1,0.0,3
2013-08-28,9,2.0,0,9.0,7.0,8,35,9.25,0.0,1163,2,0.0,3
2013-08-29,7,2.0,0,9.0,9.0,8,35,8.0,0.0,1170,3,0.0,3
2013-08-30,11,2.0,0,7.0,9.0,8,35,9.0,0.0,1181,4,0.0,3
2013-08-31,19,2.0,0,11.0,7.0,8,35,11.5,0.0,1200,5,0.0,3
2013-09-01,13,2.0,1,19.0,11.0,9,35,12.5,2.0,1213,6,0.0,3
2013-09-02,16,2.0,1,13.0,19.0,9,36,14.75,2.0,1229,0,0.0,3
2013-09-03,14,2.0,1,16.0,13.0,9,36,15.5,2.0,1243,1,0.0,3
2013-09-04,4,2.0,1,14.0,16.0,9,36,11.75,2.0,1247,2,0.0,3
2013-09-05,9,2.0,1,4.0,14.0,9,36,10.75,2.0,1256,3,0.0,3
2013-09-06,11,2.0,1,9.0,4.0,9,36,9.5,2.0,1267,4,0.0,3
2013-09-07,13,2.0,1,11.0,9.0,9,36,9.25,2.0,1280,5,0.0,3
2013-09-08,16,2.0,1,13.0,11.0,9,36,12.25,2.0,1296,6,0.0,3
2013-09-09,11,2.0,1,16.0,13.0,9,37,12.75,2.0,1307,0,0.0,3
2013-09-10,12,2.0,1,11.0,16.0,9,37,13.0,2.0,1319,1,0.0,3
2013-09-11,5,2.0,0,12.0,11.0,9,37,11.0,0.0,1324,2,0.0,3
2013-09-12,11,2.0,0,5.0,12.0,9,37,9.75,0.0,1335,3,0.0,3
2013-09-13,11,2.0,0,11.0,5.0,9,37,9.75,0.0,1346,4,0.0,3
2013-09-14,11,2.0,0,11.0,11.0,9,37,9.5,0.0,1357,5,0.0,3
2013-09-15,13,2.0,0,11.0,11.0,9,37,11.5,0.0,1370,6,0.0,3
2013-09-16,13,2.0,0,13.0,11.0,9,38,12.0,0.0,1383,0,0.0,3
2013-09-17,11,2.0,0,13.0,13.0,9,38,12.0,0.0,1394,1,0.0,3
2013-09-18,11,2.0,0,11.0,13.0,9,38,12.0,0.0,1405,2,0.0,3
2013-09-19,10,2.0,0,11.0,11.0,9,38,11.25,0.0,1415,3,0.0,3
2013-09-20,10,2.0,0,10.0,11.0,9,38,10.5,0.0,1425,4,0.0,3
2013-09-21,14,2.0,0,10.0,10.0,9,38,11.25,0.0,1439,5,0.0,3
2013-09-22,22,2.0,0,14.0,10.0,9,38,14.0,0.0,1461,6,0.0,3
2013-09-23,10,2.0,0,22.0,14.0,9,39,14.0,0.0,1471,0,0.0,3
2013-09-24,7,2.0,0,10.0,22.0,9,39,13.25,0.0,1478,1,0.0,3
2013-09-25,6,2.0,0,7.0,10.0,9,39,11.25,0.0,1484,2,0.0,3
2013-09-26,7,2.0,0,6.0,7.0,9,39,7.5,0.0,1491,3,0.0,3
2013-09-27,0,2.0,0,7.0,6.0,9,39,5.0,0.0,1491,4,0.0,3
2013-09-28,0,2.0,0,0.0,7.0,9,39,3.25,0.0,1491,5,0.0,3
2013-09-29,4,2.0,0,0.0,0.0,9,39,2.75,0.0,1495,6,0.0,3
2013-09-30,8,2.0,0,4.0,0.0,9,40,3.0,0.0,1503,0,0.0,3
2013-10-01,5,2.0,1,8.0,4.0,10,40,4.25,2.0,1508,1,0.0,4
2013-10-02,19,2.0,1,5.0,8.0,10,40,9.0,2.0,1527,2,0.0,4
2013-10-03,5,2.0,1,19.0,5.0,10,40,9.25,2.0,1532,3,0.0,4
2013-10-04,31,2.0,1,5.0,19.0,10,40,15.0,2.0,1563,4,0.0,4
2013-10-05,13,2.0,1,31.0,5.0,10,40,17.0,2.0,1576,5,0.0,4
2013-10-06,17,2.0,1,13.0,31.0,10,40,16.5,2.0,1593,6,0.0,4
2013-10-07,19,2.0,1,17.0,13.0,10,41,20.0,2.0,1612,0,0.0,4
2013-10-08,3,2.0,1,19.0,17.0,10,41,13.0,2.0,1615,1,0.0,4
2013-10-09,15,2.0,1,3.0,19.0,10,41,13.5,2.0,1630,2,0.0,4
2013-10-10,14,2.0,1,15.0,3.0,10,41,12.75,2.0,1644,3,0.0,4
2013-10-11,13,2.0,0,14.0,15.0,10,41,11.25,0.0,1657,4,0.0,4
2013-10-12,12,2.0,0,13.0,14.0,10,41,13.5,0.0,1669,5,0.0,4
2013-10-13,22,2.0,0,12.0,13.0,10,41,15.25,0.0,1691,6,0.0,4
2013-10-14,13,2.0,0,22.0,12.0,10,42,15.0,0.0,1704,0,0.0,4
2013-10-15,10,2.0,0,13.0,22.0,10,42,14.25,0.0,1714,1,0.0,4
2013-10-16,8,2.0,0,10.0,13.0,10,42,13.25,0.0,1722,2,0.0,4
2013-10-17,6,2.0,0,8.0,10.0,10,42,9.25,0.0,1728,3,0.0,4
2013-10-18,13,2.0,0,6.0,8.0,10,42,9.25,0.0,1741,4,0.0,4
2013-10-19,19,2.0,0,13.0,6.0,10,42,11.5,0.0,1760,5,0.0,4
2013-10-20,15,2.0,0,19.0,13.0,10,42,13.25,0.0,1775,6,0.0,4
2013-10-21,17,2.0,0,15.0,19.0,10,43,16.0,0.0,1792,0,0.0,4
2013-10-22,10,2.0,0,17.0,15.0,10,43,15.25,0.0,1802,1,0.0,4
2013-10-23,7,2.0,0,10.0,17.0,10,43,12.25,0.0,1809,2,0.0,4
2013-10-24,7,2.0,0,7.0,10.0,10,43,10.25,0.0,1816,3,0.0,4
2013-10-25,25,2.0,0,7.0,7.0,10,43,12.25,0.0,1841,4,0.0,4
2013-10-26,16,2.0,0,25.0,7.0,10,43,13.75,0.0,1857,5,0.0,4
2013-10-27,14,2.0,0,16.0,25.0,10,43,15.5,0.0,1871,6,0.0,4
2013-10-28,13,2.0,0,14.0,16.0,10,44,17.0,0.0,1884,0,0.0,4
2013-10-29,9,2.0,0,13.0,14.0,10,44,13.0,0.0,1893,1,0.0,4
2013-10-30,9,2.0,0,9.0,13.0,10,44,11.25,0.0,1902,2,0.0,4
2013-10-31,7,2.0,0,9.0,9.0,10,44,9.5,0.0,1909,3,0.0,4
2013-11-01,14,2.0,1,7.0,9.0,11,44,9.75,2.0,1923,4,0.0,4
2013-11-02,29,2.0,1,14.0,7.0,11,44,14.75,2.0,1952,5,0.0,4
2013-11-03,15,2.0,1,29.0,14.0,11,44,16.25,2.0,1967,6,0.0,4
2013-11-04,15,2.0,1,15.0,29.0,11,45,18.25,2.0,1982,0,0.0,4
2013-11-05,15,2.0,1,15.0,15.0,11,45,18.5,2.0,1997,1,0.0,4
2013-11-06,5,2.0,1,15.0,15.0,11,45,12.5,2.0,2002,2,0.0,4
2013-11-07,17,2.0,1,5.0,15.0,11,45,13.0,2.0,2019,3,0.0,4
2013-11-08,21,2.0,1,17.0,5.0,11,45,14.5,2.0,2040,4,0.0,4
2013-11-09,29,2.0,1,21.0,17.0,11,45,18.0,2.0,2069,5,0.0,4
2013-11-10,15,2.0,1,29.0,21.0,11,45,20.5,2.0,2084,6,0.0,4
2013-11-11,7,2.0,0,15.0,29.0,11,46,18.0,0.0,2091,0,0.0,4
2013-11-12,18,2.0,0,7.0,15.0,11,46,17.25,0.0,2109,1,0.0,4
2013-11-13,14,2.0,0,18.0,7.0,11,46,13.5,0.0,2123,2,0.0,4
2013-11-14,7,2.0,0,14.0,18.0,11,46,11.5,0.0,2130,3,0.0,4
2013-11-15,14,2.0,0,7.0,14.0,11,46,13.25,0.0,2144,4,0.0,4
2013-11-16,18,2.0,0,14.0,7.0,11,46,13.25,0.0,2162,5,0.0,4
2013-11-17,16,2.0,0,18.0,14.0,11,46,13.75,0.0,2178,6,0.0,4
2013-11-18,10,2.0,0,16.0,18.0,11,47,14.5,0.0,2188,0,0.0,4
2013-11-19,16,2.0,0,10.0,16.0,11,47,15.0,0.0,2204,1,0.0,4
2013-11-20,11,2.0,0,16.0,10.0,11,47,13.25,0.0,2215,2,0.0,4
2013-11-21,8,2.0,0,11.0,16.0,11,47,11.25,0.0,2223,3,0.0,4
2013-11-22,13,2.0,0,8.0,11.0,11,47,12.0,0.0,2236,4,0.0,4
2013-11-23,20,2.0,0,13.0,8.0,11,47,13.0,0.0,2256,5,0.0,4
2013-11-24,6,2.0,0,20.0,13.0,11,47,11.75,0.0,2262,6,0.0,4
2013-11-25,11,2.0,0,6.0,20.0,11,48,12.5,0.0,2273,0,0.0,4
2013-11-26,26,2.0,0,11.0,6.0,11,48,15.75,0.0,2299,1,0.0,4
2013-11-27,1,2.0,0,26.0,11.0,11,48,11.0,0.0,2300,2,0.0,4
2013-11-28,0,2.0,0,1.0,26.0,11,48,9.5,0.0,2300,3,0.0,4
2013-11-29,11,2.0,0,0.0,1.0,11,48,9.5,0.0,2311,4,0.0,4
2013-11-30,7,2.0,0,11.0,0.0,11,48,4.75,0.0,2318,5,0.0,4
2013-12-01,16,2.0,1,7.0,11.0,12,48,8.5,2.0,2334,6,0.0,4
2013-12-02,5,2.0,1,16.0,7.0,12,49,9.75,2.0,2339,0,0.0,4
2013-12-03,8,2.0,1,5.0,16.0,12,49,9.0,2.0,2347,1,0.0,4
2013-12-04,1,2.0,1,8.0,5.0,12,49,7.5,2.0,2348,2,0.0,4
2013-12-05,0,2.0,1,1.0,8.0,12,49,3.5,2.0,2348,3,0.0,4
2013-12-06,0,2.0,1,0.0,1.0,12,49,2.25,2.0,2348,4,0.0,4
2013-12-07,23,2.0,1,0.0,0.0,12,49,6.0,2.0,2371,5,0.0,4
2013-12-08,0,2.0,1,23.0,0.0,12,49,5.75,2.0,2371,6,0.0,4
2013-12-09,18,2.0,1,0.0,23.0,12,50,10.25,2.0,2389,0,0.0,4
2013-12-10,6,2.0,1,18.0,0.0,12,50,11.75,2.0,2395,1,0.0,4
2013-12-11,0,2.0,0,6.0,18.0,12,50,6.0,0.0,2395,2,0.0,4
2013-12-12,4,2.0,0,0.0,6.0,12,50,7.0,0.0,2399,3,0.0,4
2013-12-13,14,2.0,0,4.0,0.0,12,50,6.0,0.0,2413,4,0.0,4
2013-12-14,6,2.0,0,14.0,4.0,12,50,6.0,0.0,2419,5,0.0,4
2013-12-15,20,2.0,0,6.0,14.0,12,50,11.0,0.0,2439,6,0.0,4
2013-12-16,19,2.0,0,20.0,6.0,12,51,14.75,0.0,2458,0,0.0,4
2013-12-17,8,2.0,0,19.0,20.0,12,51,13.25,0.0,2466,1,0.0,4
2013-12-18,1,2.0,0,8.0,19.0,12,51,12.0,0.0,2467,2,0.0,4
2013-12-19,11,2.0,0,1.0,8.0,12,51,9.75,0.0,2478,3,0.0,4
2013-12-20,7,2.0,0,11.0,1.0,12,51,6.75,0.0,2485,4,0.0,4
2013-12-21,23,2.0,0,7.0,11.0,12,51,10.5,0.0,2508,5,0.0,4
2013-12-22,29,2.0,0,23.0,7.0,12,51,17.5,0.0,2537,6,0.0,4
2013-12-23,16,2.0,0,29.0,23.0,12,52,18.75,0.0,2553,0,0.0,4
2013-12-24,10,2.0,0,16.0,29.0,12,52,19.5,0.0,2563,1,0.0,4
2013-12-25,0,2.0,0,10.0,16.0,12,52,13.75,0.0,2563,2,0.0,4
2013-12-26,11,2.0,0,0.0,10.0,12,52,9.25,0.0,2574,3,0.0,4
2013-12-27,16,2.0,0,11.0,0.0,12,52,9.25,0.0,2590,4,0.0,4
2013-12-28,24,2.0,0,16.0,11.0,12,52,12.75,0.0,2614,5,0.0,4
2013-12-29,16,2.0,0,24.0,16.0,12,52,16.75,0.0,2630,6,0.0,4
2013-12-30,11,2.0,0,16.0,24.0,12,1,16.75,0.0,2641,0,0.0,4
2013-12-31,8,2.0,0,11.0,16.0,12,1,14.75,0.0,2649,1,0.0,4
2014-01-01,4,2.0,1,8.0,11.0,1,1,9.75,2.0,2653,2,0.0,1
2014-01-02,3,2.0,1,4.0,8.0,1,1,6.5,2.0,2656,3,0.0,1
2014-01-03,1,2.0,1,3.0,4.0,1,1,4.0,2.0,2657,4,0.0,1
2014-01-04,1,2.0,1,1.0,3.0,1,1,2.25,2.0,2658,5,0.0,1
2014-01-05,18,2.0,1,1.0,1.0,1,1,5.75,2.0,2676,6,0.0,1
2014-01-06,5,2.0,1,18.0,1.0,1,2,6.25,2.0,2681,0,0.0,1
2014-01-07,0,2.0,1,5.0,18.0,1,2,6.0,2.0,2681,1,0.0,1
2014-01-08,0,2.0,1,0.0,5.0,1,2,5.75,2.0,2681,2,0.0,1
2014-01-09,0,2.0,1,0.0,0.0,1,2,1.25,2.0,2681,3,0.0,1
2014-01-10,0,2.0,1,0.0,0.0,1,2,0.0,2.0,2681,4,0.0,1
2014-01-11,0,2.0,0,0.0,0.0,1,2,0.0,0.0,2681,5,0.0,1
2014-01-12,0,2.0,0,0.0,0.0,1,2,0.0,0.0,2681,6,0.0,1
2014-01-13,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,0,0.0,1
2014-01-14,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,1,0.0,1
2014-01-15,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,2,0.0,1
2014-01-16,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,3,0.0,1
2014-01-17,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,4,0.0,1
2014-01-18,0,2.0,0,0.0,0.0,1,3,0.0,0.0,2681,5,0.0,1
2014-01-19,9,2.0,0,0.0,0.0,1,3,2.25,0.0,2690,6,0.0,1
2014-01-20,13,2.0,0,9.0,0.0,1,4,5.5,0.0,2703,0,0.0,1
2014-01-21,14,2.0,0,13.0,9.0,1,4,9.0,0.0,2717,1,0.0,1
2014-01-22,12,2.0,0,14.0,13.0,1,4,12.0,0.0,2729,2,0.0,1
2014-01-23,0,2.0,0,12.0,14.0,1,4,9.75,0.0,2729,3,0.0,1
2014-01-24,14,2.0,0,0.0,12.0,1,4,10.0,0.0,2743,4,0.0,1
2014-01-25,14,2.0,0,14.0,0.0,1,4,10.0,0.0,2757,5,0.0,1
2014-01-26,17,2.0,0,14.0,14.0,1,4,11.25,0.0,2774,6,0.0,1
2014-01-27,5,2.0,0,17.0,14.0,1,5,12.5,0.0,2779,0,0.0,1
2014-01-28,2,2.0,0,5.0,17.0,1,5,9.5,0.0,2781,1,0.0,1
2014-01-29,2,2.0,0,2.0,5.0,1,5,6.5,0.0,2783,2,0.0,1
2014-01-30,15,2.0,0,2.0,2.0,1,5,6.0,0.0,2798,3,0.0,1
2014-01-31,6,2.0,0,15.0,2.0,1,5,6.25,0.0,2804,4,0.0,1
2014-02-01,17,2.0,1,6.0,15.0,2,5,10.0,2.0,2821,5,0.0,1
2014-02-02,13,2.0,1,17.0,6.0,2,5,12.75,2.0,2834,6,0.0,1
2014-02-03,8,2.0,1,13.0,17.0,2,6,11.0,2.0,2842,0,0.0,1
2014-02-04,7,2.0,1,8.0,13.0,2,6,11.25,2.0,2849,1,0.0,1
2014-02-05,7,2.0,1,7.0,8.0,2,6,8.75,2.0,2856,2,0.0,1
2014-02-06,66,2.0,1,7.0,7.0,2,6,22.0,2.0,2922,3,0.0,1
2014-02-07,30,2.0,1,66.0,7.0,2,6,27.5,2.0,2952,4,0.0,1
2014-02-08,66,2.0,1,30.0,66.0,2,6,42.25,2.0,3018,5,0.0,1
2014-02-09,33,2.0,1,66.0,30.0,2,6,48.75,2.0,3051,6,0.0,1
2014-02-10,16,2.0,1,33.0,66.0,2,7,36.25,2.0,3067,0,0.0,1
2014-02-11,10,2.0,0,16.0,33.0,2,7,31.25,0.0,3077,1,0.0,1
2014-02-12,8,2.0,0,10.0,16.0,2,7,16.75,0.0,3085,2,0.0,1
2014-02-13,17,2.0,0,8.0,10.0,2,7,12.75,0.0,3102,3,0.0,1
2014-02-14,19,2.0,0,17.0,8.0,2,7,13.5,0.0,3121,4,0.0,1
2014-02-15,44,2.0,0,19.0,17.0,2,7,22.0,0.0,3165,5,0.0,1
2014-02-16,35,2.0,0,44.0,19.0,2,7,28.75,0.0,3200,6,0.0,1
2014-02-17,35,2.0,0,35.0,44.0,2,8,33.25,0.0,3235,0,0.0,1
2014-02-18,15,2.0,0,35.0,35.0,2,8,32.25,0.0,3250,1,0.0,1
2014-02-19,21,2.0,0,15.0,35.0,2,8,26.5,0.0,3271,2,0.0,1
2014-02-20,22,2.0,0,21.0,15.0,2,8,23.25,0.0,3293,3,0.0,1
2014-02-21,37,2.0,0,22.0,21.0,2,8,23.75,0.0,3330,4,0.0,1
2014-02-22,30,2.0,0,37.0,22.0,2,8,27.5,0.0,3360,5,0.0,1
2014-02-23,22,2.0,0,30.0,37.0,2,8,27.75,0.0,3382,6,0.0,1
2014-02-24,16,2.0,0,22.0,30.0,2,9,26.25,0.0,3398,0,0.0,1
2014-02-25,13,2.0,0,16.0,22.0,2,9,20.25,0.0,3411,1,0.0,1
2014-02-26,21,2.0,0,13.0,16.0,2,9,18.0,0.0,3432,2,0.0,1
2014-02-27,17,2.0,0,21.0,13.0,2,9,16.75,0.0,3449,3,0.0,1
2014-02-28,18,2.0,0,17.0,21.0,2,9,17.25,0.0,3467,4,0.0,1
2014-03-01,20,2.0,1,18.0,17.0,3,9,19.0,2.0,3487,5,0.0,1
2014-03-02,23,2.0,1,20.0,18.0,3,9,19.5,2.0,3510,6,0.0,1
2014-03-03,18,2.0,1,23.0,20.0,3,10,19.75,2.0,3528,0,0.0,1
2014-03-04,5,2.0,1,18.0,23.0,3,10,16.5,2.0,3533,1,0.0,1
2014-03-05,9,2.0,1,5.0,18.0,3,10,13.75,2.0,3542,2,0.0,1
2014-03-06,10,2.0,1,9.0,5.0,3,10,10.5,2.0,3552,3,0.0,1
2014-03-07,15,2.0,1,10.0,9.0,3,10,9.75,2.0,3567,4,0.0,1
2014-03-08,20,2.0,1,15.0,10.0,3,10,13.5,2.0,3587,5,0.0,1
2014-03-09,15,2.0,1,20.0,15.0,3,10,15.0,2.0,3602,6,0.0,1
2014-03-10,15,2.0,1,15.0,20.0,3,11,16.25,2.0,3617,0,0.0,1
2014-03-11,14,2.0,0,15.0,15.0,3,11,16.0,0.0,3631,1,0.0,1
2014-03-12,11,2.0,0,14.0,15.0,3,11,13.75,0.0,3642,2,0.0,1
2014-03-13,11,2.0,0,11.0,14.0,3,11,12.75,0.0,3653,3,0.0,1
2014-03-14,9,2.0,0,11.0,11.0,3,11,11.25,0.0,3662,4,0.0,1
2014-03-15,10,2.0,0,9.0,11.0,3,11,10.25,0.0,3672,5,0.0,1
2014-03-16,9,2.0,0,10.0,9.0,3,11,9.75,0.0,3681,6,0.0,1
2014-03-17,11,2.0,0,9.0,10.0,3,12,9.75,0.0,3692,0,0.0,1
2014-03-18,15,2.0,0,11.0,9.0,3,12,11.25,0.0,3707,1,0.0,1
2014-03-19,35,2.0,0,15.0,11.0,3,12,17.5,0.0,3742,2,0.0,1
