date,sales_total,sell_price,snap_CA,sales_lag_1,sales_lag_2,month,week_of_year,sales_moving_avg,price_promo_interaction,cumulative_sales,day_of_week,price_volatility,quarter
2013-08-10,4744,3.29232428670842,1,3514.0,3124.0,8,32,3661.25,3.29232428670842,258196,5,0.0003688239387562447,3
2013-08-11,4688,3.29232428670842,0,4744.0,3514.0,8,32,4017.5,0.0,262884,6,0.00042588120064925196,3
2013-08-12,3392,3.29232428670842,0,4688.0,4744.0,8,33,4084.5,0.0,266276,0,0.0003688239387533212,3
2013-08-13,2785,3.29232428670842,0,3392.0,4688.0,8,33,3902.25,0.0,269061,1,0.0,3
2013-08-14,2721,3.29232428670842,0,2785.0,3392.0,8,33,3396.5,0.0,271782,2,0.0,3
2013-08-15,3115,3.29232428670842,0,2721.0,2785.0,8,33,3003.25,0.0,274897,3,0.0,3
2013-08-16,3552,3.29232428670842,0,3115.0,2721.0,8,33,3043.25,0.0,278449,4,0.0,3
2013-08-17,4105,3.2911551844119695,0,3552.0,3115.0,8,33,3373.25,0.0,282554,5,0.0005845511482174348,3
2013-08-18,4212,3.2911551844119695,0,4105.0,3552.0,8,33,3746.0,0.0,286766,6,0.0006749815255576699,3
2013-08-19,3063,3.2911551844119695,0,4212.0,4105.0,8,34,3733.0,0.0,289829,0,0.0005845511482140425,3
2013-08-20,2554,3.2911551844119695,0,3063.0,4212.0,8,34,3483.5,0.0,292383,1,0.0,3
2013-08-21,3010,3.2911551844119695,0,2554.0,3063.0,8,34,3209.75,0.0,295393,2,0.0,3
2013-08-22,2652,3.2911551844119695,0,3010.0,2554.0,8,34,2819.75,0.0,298045,3,0.0,3
2013-08-23,3058,3.2911551844119695,0,2652.0,3010.0,8,34,2818.5,0.0,301103,4,0.0,3
2013-08-24,4016,3.2916979819067502,0,3058.0,2652.0,8,34,3184.0,0.0,305119,5,0.0002713987473644114,3
2013-08-25,5016,3.2916979819067502,0,4016.0,3058.0,8,34,3685.5,0.0,310135,6,0.0003133842797059422,3
2013-08-26,2784,3.2916979819067502,0,5016.0,4016.0,8,35,3718.5,0.0,312919,0,0.00027139874736744604,3
2013-08-27,2497,3.2916979819067502,0,2784.0,5016.0,8,35,3578.25,0.0,315416,1,0.0,3
2013-08-28,2437,3.2916979819067502,0,2497.0,2784.0,8,35,3183.5,0.0,317853,2,0.0,3
2013-08-29,2547,3.2916979819067502,0,2437.0,2497.0,8,35,2566.25,0.0,320400,3,0.0,3
2013-08-30,3701,3.2916979819067502,0,2547.0,2437.0,8,35,2795.5,0.0,324101,4,0.0,3
2013-08-31,4767,3.2909324982602643,0,3701.0,2547.0,8,35,3363.0,0.0,328868,5,0.0003827418232262556,3
2013-09-01,4585,3.2909324982602643,1,4767.0,3701.0,9,35,3900.0,3.2909324982602643,333453,6,0.00044195218934311547,3
2013-09-02,4427,3.2909324982602643,1,4585.0,4767.0,9,36,4370.0,3.2909324982602643,337880,0,0.000382741823223221,3
2013-09-03,3216,3.2909324982602643,1,4427.0,4585.0,9,36,4248.75,3.2909324982602643,341096,1,0.0,3
2013-09-04,2923,3.2909324982602643,1,3216.0,4427.0,9,36,3787.75,3.2909324982602643,344019,2,0.0,3
2013-09-05,2958,3.2909324982602643,1,2923.0,3216.0,9,36,3381.0,3.2909324982602643,346977,3,0.0,3
2013-09-06,3559,3.2909324982602643,1,2958.0,2923.0,9,36,3164.0,3.2909324982602643,350536,4,0.0,3
2013-09-07,4486,3.2896381350034796,1,3559.0,2958.0,9,36,3481.5,3.2896381350034796,355022,5,0.0006471816283782041,3
2013-09-08,5015,3.2896381350034796,1,4486.0,3559.0,9,36,4004.5,3.2896381350034796,360037,6,0.0007473009747201153,3
2013-09-09,3458,3.2896381350034796,1,5015.0,4486.0,9,37,4129.5,3.2896381350034796,363495,0,0.0006471816283749103,3
2013-09-10,3013,3.2896381350034796,1,3458.0,5015.0,9,37,3993.0,3.2896381350034796,366508,1,0.0,3
2013-09-11,2710,3.2896381350034796,0,3013.0,3458.0,9,37,3549.0,0.0,369218,2,0.0,3
2013-09-12,2656,3.2896381350034796,0,2710.0,3013.0,9,37,2959.25,0.0,371874,3,0.0,3
2013-09-13,3295,3.2896381350034796,0,2656.0,2710.0,9,37,2918.5,0.0,375169,4,0.0,3
2013-09-14,4044,3.290153096729297,0,3295.0,2656.0,9,37,3176.25,0.0,379213,5,0.0002574808628624138,3
2013-09-15,4040,3.290153096729297,0,4044.0,3295.0,9,37,3508.75,0.0,383253,6,0.0002973132909841317,3
2013-09-16,2974,3.290153096729297,0,4040.0,4044.0,9,38,3588.25,0.0,386227,0,0.0002574808628650783,3
2013-09-17,2776,3.290153096729297,0,2974.0,4040.0,9,38,3458.5,0.0,389003,1,0.0,3
2013-09-18,2565,3.290153096729297,0,2776.0,2974.0,9,38,3088.75,0.0,391568,2,0.0,3
2013-09-19,2555,3.290153096729297,0,2565.0,2776.0,9,38,2717.5,0.0,394123,3,0.0,3
2013-09-20,3253,3.290153096729297,0,2555.0,2565.0,9,38,2787.25,0.0,397376,4,0.0,3
2013-09-21,4172,3.2926583159359777,0,3253.0,2555.0,9,38,3136.25,0.0,401548,5,0.0012526096033330834,3
2013-09-22,4532,3.2926583159359777,0,4172.0,3253.0,9,38,3628.0,0.0,406080,6,0.0014463889833511241,3
2013-09-23,2861,3.2926583159359777,0,4532.0,4172.0,9,39,3704.5,0.0,408941,0,0.0012526096033361178,3
2013-09-24,2662,3.2926583159359777,0,2861.0,4532.0,9,39,3556.75,0.0,411603,1,0.0,3
2013-09-25,2178,3.2926583159359777,0,2662.0,2861.0,9,39,3058.25,0.0,413781,2,0.0,3
2013-09-26,2449,3.2926583159359777,0,2178.0,2662.0,9,39,2537.5,0.0,416230,3,0.0,3
2013-09-27,2865,3.2926583159359777,0,2449.0,2178.0,9,39,2538.5,0.0,419095,4,0.0,3
2013-09-28,4007,3.2927696590118303,0,2865.0,2449.0,9,39,2874.75,0.0,423102,5,5.5671537868252835e-05,3
2013-09-29,4518,3.2927696590118303,0,4007.0,2865.0,9,39,3459.75,0.0,427620,6,6.42839547669415e-05,3
2013-09-30,2952,3.2927696590118303,0,4518.0,4007.0,9,40,3585.5,0.0,430572,0,5.567153787128745e-05,3
2013-10-01,3020,3.2927696590118303,1,2952.0,4518.0,10,40,3624.25,3.2927696590118303,433592,1,0.0,4
2013-10-02,2370,3.2927696590118303,1,3020.0,2952.0,10,40,3215.0,3.2927696590118303,435962,2,0.0,4
2013-10-03,2693,3.2927696590118303,1,2370.0,3020.0,10,40,2758.75,3.2927696590118303,438655,3,0.0,4
2013-10-04,3288,3.2927696590118303,1,2693.0,2370.0,10,40,2842.75,3.2927696590118303,441943,4,0.0,4
2013-10-05,4061,3.2964578983994435,1,3288.0,2693.0,10,40,3103.0,3.2964578983994435,446004,5,0.0018441196938065773,4
2013-10-06,4256,3.2964578983994435,1,4061.0,3288.0,10,40,3574.5,3.2964578983994435,450260,6,0.002129406003275727,4
2013-10-07,3317,3.2964578983994435,1,4256.0,4061.0,10,41,3730.5,3.2964578983994435,453577,0,0.0018441196938101298,4
2013-10-08,3072,3.2964578983994435,1,3317.0,4256.0,10,41,3676.5,3.2964578983994435,456649,1,0.0,4
2013-10-09,2859,3.2964578983994435,1,3072.0,3317.0,10,41,3376.0,3.2964578983994435,459508,2,0.0,4
2013-10-10,3002,3.2964578983994435,1,2859.0,3072.0,10,41,3062.5,3.2964578983994435,462510,3,0.0,4
2013-10-11,3184,3.2964578983994435,0,3002.0,2859.0,10,41,3029.25,0.0,465694,4,0.0,4
2013-10-12,3665,3.296283924843424,0,3184.0,3002.0,10,41,3177.5,0.0,469359,5,8.698677812410513e-05,4
2013-10-13,4053,3.296283924843424,0,3665.0,3184.0,10,41,3476.0,0.0,473412,6,0.00010044367949692936,4
2013-10-14,2899,3.296283924843424,0,4053.0,3665.0,10,42,3450.25,0.0,476311,0,8.698677811977526e-05,4
2013-10-15,2311,3.296283924843424,0,2899.0,4053.0,10,42,3232.0,0.0,478622,1,0.0,4
2013-10-16,2357,3.296283924843424,0,2311.0,2899.0,10,42,2905.0,0.0,480979,2,0.0,4
2013-10-17,2425,3.296283924843424,0,2357.0,2311.0,10,42,2498.0,0.0,483404,3,0.0,4
2013-10-18,2899,3.296283924843424,0,2425.0,2357.0,10,42,2498.0,0.0,486303,4,0.0,4
2013-10-19,3676,3.296283924843424,0,2899.0,2425.0,10,42,2839.25,0.0,489979,5,0.0,4
2013-10-20,4015,3.296283924843424,0,3676.0,2899.0,10,42,3253.75,0.0,493994,6,0.0,4
2013-10-21,2620,3.296283924843424,0,4015.0,3676.0,10,43,3302.5,0.0,496614,0,0.0,4
2013-10-22,2359,3.296283924843424,0,2620.0,4015.0,10,43,3167.5,0.0,498973,1,0.0,4
2013-10-23,2274,3.296283924843424,0,2359.0,2620.0,10,43,2817.0,0.0,501247,2,0.0,4
2013-10-24,2126,3.296283924843424,0,2274.0,2359.0,10,43,2344.75,0.0,503373,3,0.0,4
2013-10-25,2827,3.296283924843424,0,2126.0,2274.0,10,43,2396.5,0.0,506200,4,0.0,4
2013-10-26,3716,3.295594989561587,0,2827.0,2126.0,10,43,2735.75,0.0,509916,5,0.0003444676409432827,4
2013-10-27,3855,3.295594989561587,0,3716.0,2827.0,10,43,3131.0,0.0,513771,6,0.000397756970442079,4
2013-10-28,2730,3.295594989561587,0,3855.0,3716.0,10,44,3282.0,0.0,516501,0,0.000344467640938114,4
2013-10-29,2386,3.295594989561587,0,2730.0,3855.0,10,44,3171.75,0.0,518887,1,0.0,4
2013-10-30,2493,3.295594989561587,0,2386.0,2730.0,10,44,2866.0,0.0,521380,2,0.0,4
2013-10-31,2134,3.295594989561587,0,2493.0,2386.0,10,44,2435.75,0.0,523514,3,0.0,4
2013-11-01,3120,3.295594989561587,1,2134.0,2493.0,11,44,2533.25,3.295594989561587,526634,4,0.0,4
2013-11-02,3665,3.295601948503827,1,3120.0,2134.0,11,44,2853.0,3.295601948503827,530299,5,3.4794728133524786e-06,4
2013-11-03,4408,3.295601948503827,1,3665.0,3120.0,11,44,3331.75,3.295601948503827,534707,6,4.017748644077954e-06,4
2013-11-04,2863,3.295601948503827,1,4408.0,3665.0,11,45,3514.0,3.295601948503827,537570,0,3.47947281805242e-06,4
2013-11-05,2665,3.295601948503827,1,2863.0,4408.0,11,45,3400.25,3.295601948503827,540235,1,0.0,4
2013-11-06,2543,3.295601948503827,1,2665.0,2863.0,11,45,3119.75,3.295601948503827,542778,2,0.0,4
2013-11-07,2497,3.295601948503827,1,2543.0,2665.0,11,45,2642.0,3.295601948503827,545275,3,0.0,4
2013-11-08,2955,3.295601948503827,1,2497.0,2543.0,11,45,2665.0,3.295601948503827,548230,4,0.0,4
2013-11-09,3648,3.2921363952679195,1,2955.0,2497.0,11,45,2910.75,3.2921363952679195,551878,5,0.0017327766179546884,4
2013-11-10,4145,3.2921363952679195,1,3648.0,2955.0,11,45,3311.25,3.2921363952679195,556023,6,0.002000838093640776,4
2013-11-11,3067,3.2921363952679195,0,4145.0,3648.0,11,46,3453.75,0.0,559090,0,0.0017327766179496184,4
2013-11-12,2215,3.2921363952679195,0,3067.0,4145.0,11,46,3268.75,0.0,561305,1,0.0,4
2013-11-13,2124,3.2921363952679195,0,2215.0,3067.0,11,46,2887.75,0.0,563429,2,0.0,4
2013-11-14,2309,3.2921363952679195,0,2124.0,2215.0,11,46,2428.75,0.0,565738,3,0.0,4
2013-11-15,2589,3.2921363952679195,0,2309.0,2124.0,11,46,2309.25,0.0,568327,4,0.0,4
2013-11-16,3701,3.289053583855254,0,2589.0,2309.0,11,46,2680.75,0.0,572028,5,0.0015414057063228871,4
2013-11-17,3781,3.289053583855254,0,3701.0,2589.0,11,46,3095.0,0.0,575809,6,0.0017798619989526033,4
2013-11-18,2550,3.289053583855254,0,3781.0,3701.0,11,47,3155.25,0.0,578359,0,0.001541405706317928,4
2013-11-19,2242,3.289053583855254,0,2550.0,3781.0,11,47,3068.5,0.0,580601,1,0.0,4
2013-11-20,2130,3.289053583855254,0,2242.0,2550.0,11,47,2675.75,0.0,582731,2,0.0,4
2013-11-21,2260,3.289053583855254,0,2130.0,2242.0,11,47,2295.5,0.0,584991,3,0.0,4
2013-11-22,2597,3.289053583855254,0,2260.0,2130.0,11,47,2307.25,0.0,587588,4,0.0,4
2013-11-23,3645,3.292623521224774,0,2597.0,2260.0,11,47,2658.0,0.0,591233,5,0.0017849686847475883,4
2013-11-24,3680,3.292623521224774,0,3645.0,2597.0,11,47,3045.5,0.0,594913,6,0.0020611043012739943,4
2013-11-25,2800,3.292623521224774,0,3680.0,3645.0,11,48,3180.5,0.0,597713,0,0.0017849686847527075,4
2013-11-26,2931,3.292623521224774,0,2800.0,3680.0,11,48,3264.0,0.0,600644,1,0.0,4
2013-11-27,3309,3.292623521224774,0,2931.0,2800.0,11,48,3180.0,0.0,603953,2,0.0,4
2013-11-28,1838,3.292623521224774,0,3309.0,2931.0,11,48,2719.5,0.0,605791,3,0.0,4
2013-11-29,1839,3.292623521224774,0,1838.0,3309.0,11,48,2479.25,0.0,607630,4,0.0,4
2013-11-30,2281,3.291670146137787,0,1839.0,1838.0,11,48,2316.75,0.0,609911,5,0.0004766875434734141,4
2013-12-01,3208,3.291670146137787,1,2281.0,1839.0,12,48,2291.5,3.291670146137787,613119,6,0.0005504313630909473,4
2013-12-02,3185,3.291670146137787,1,3208.0,2281.0,12,49,2628.25,3.291670146137787,616304,0,0.000476687543468344,4
2013-12-03,2884,3.291670146137787,1,3185.0,3208.0,12,49,2889.5,3.291670146137787,619188,1,0.0,4
2013-12-04,2738,3.291670146137787,1,2884.0,3185.0,12,49,3003.75,3.291670146137787,621926,2,0.0,4
2013-12-05,2637,3.291670146137787,1,2738.0,2884.0,12,49,2861.0,3.291670146137787,624563,3,0.0,4
2013-12-06,3118,3.291670146137787,1,2637.0,2738.0,12,49,2844.25,3.291670146137787,627681,4,0.0,4
2013-12-07,4281,3.2916353514265833,1,3118.0,2637.0,12,49,3193.5,3.2916353514265833,631962,5,1.7397354846177086e-05,4
2013-12-08,3962,3.2916353514265833,1,4281.0,3118.0,12,49,3499.5,3.2916353514265833,635924,6,2.008873522319517e-05,4
2013-12-09,2913,3.2916353514265833,1,3962.0,4281.0,12,50,3568.5,3.2916353514265833,638837,0,1.7397354841008383e-05,4
2013-12-10,3160,3.2916353514265833,1,2913.0,3962.0,12,50,3579.0,3.2916353514265833,641997,1,0.0,4
2013-12-11,2443,3.2916353514265833,0,3160.0,2913.0,12,50,3119.5,0.0,644440,2,0.0,4
2013-12-12,2389,3.2916353514265833,0,2443.0,3160.0,12,50,2726.25,0.0,646829,3,0.0,4
2013-12-13,2738,3.2916353514265833,0,2389.0,2443.0,12,50,2682.5,0.0,649567,4,0.0,4
2013-12-14,3660,3.290758524704245,0,2738.0,2389.0,12,50,2807.5,0.0,653227,5,0.00043841336113653357,4
2013-12-15,3651,3.290758524704245,0,3660.0,2738.0,12,50,3109.5,0.0,656878,6,0.0005062361441443686,4
2013-12-16,2848,3.290758524704245,0,3651.0,3660.0,12,51,3224.25,0.0,659726,0,0.0004384133611317226,4
2013-12-17,2403,3.290758524704245,0,2848.0,3651.0,12,51,3140.5,0.0,662129,1,0.0,4
2013-12-18,2517,3.290758524704245,0,2403.0,2848.0,12,51,2854.75,0.0,664646,2,0.0,4
2013-12-19,2626,3.290758524704245,0,2517.0,2403.0,12,51,2598.5,0.0,667272,3,0.0,4
2013-12-20,2674,3.290758524704245,0,2626.0,2517.0,12,51,2555.0,0.0,669946,4,0.0,4
2013-12-21,3715,3.2916631871955464,0,2674.0,2626.0,12,51,2883.0,0.0,673661,5,0.00045233124561456123,4
2013-12-22,3729,3.2916631871955464,0,3715.0,2674.0,12,51,3186.0,0.0,677390,6,0.0005223071328494907,4
2013-12-23,3537,3.2916631871955464,0,3729.0,3715.0,12,52,3413.75,0.0,680927,0,0.0004523312456195202,4
2013-12-24,2620,3.2916631871955464,0,3537.0,3729.0,12,52,3400.25,0.0,683547,1,0.0,4
2013-12-25,0,3.2916631871955464,0,2620.0,3537.0,12,52,2471.5,0.0,683547,2,0.0,4
2013-12-26,2485,3.2916631871955464,0,0.0,2620.0,12,52,2160.5,0.0,686032,3,0.0,4
2013-12-27,2767,3.2916631871955464,0,2485.0,0.0,12,52,1968.0,0.0,688799,4,0.0,4
2013-12-28,3209,3.2903549060542794,0,2767.0,2485.0,12,52,2115.25,0.0,692008,5,0.0006541405706110661,4
2013-12-29,3092,3.2903549060542794,0,3209.0,2767.0,12,52,2888.25,0.0,695100,6,0.0007553364690645657,4
2013-12-30,3085,3.2903549060542794,0,3092.0,3209.0,12,1,3038.25,0.0,698185,0,0.000654140570605996,4
2013-12-31,3271,3.2903549060542794,0,3085.0,3092.0,12,1,3164.25,0.0,701456,1,0.0,4
2014-01-01,2140,3.2903549060542794,1,3271.0,3085.0,1,1,2897.0,3.2903549060542794,703596,2,0.0,1
2014-01-02,2947,3.2903549060542794,1,2140.0,3271.0,1,1,2860.75,3.2903549060542794,706543,3,0.0,1
2014-01-03,3343,3.2903549060542794,1,2947.0,2140.0,1,1,2925.25,3.2903549060542794,709886,4,0.0,1
2014-01-04,3701,3.290306193458594,1,3343.0,2947.0,1,1,3032.75,3.290306193458594,713587,5,2.4356297035631557e-05,1
2014-01-05,4029,3.290306193458594,1,3701.0,3343.0,1,1,3505.0,3.290306193458594,717616,6,2.8124229530833512e-05,1
2014-01-06,3124,3.290306193458594,1,4029.0,3701.0,1,2,3549.25,3.290306193458594,720740,0,2.4356297030820586e-05,1
2014-01-07,2928,3.290306193458594,1,3124.0,4029.0,1,2,3445.5,3.290306193458594,723668,1,0.0,1
2014-01-08,2668,3.290306193458594,1,2928.0,3124.0,1,2,3187.25,3.290306193458594,726336,2,0.0,1
2014-01-09,2363,3.290306193458594,1,2668.0,2928.0,1,2,2770.75,3.290306193458594,728699,3,0.0,1
2014-01-10,2949,3.290306193458594,1,2363.0,2668.0,1,2,2727.0,3.290306193458594,731648,4,0.0,1
2014-01-11,4024,3.2935490605427975,0,2949.0,2363.0,1,2,3001.0,0.0,735672,5,0.0016214335420917851,1
2014-01-12,3852,3.2935490605427975,0,4024.0,2949.0,1,2,3297.0,0.0,739524,6,0.0018722701840043416,1
